comment;sentiment;simple_comment;stemm_comment;lemma_comment
Excellent rapport qualité quantité prix Accueil adorable et chaleureux On sent le plaisir de faire le métier d accueillir Et de faire plaisir. Galettes classiques bonnes et qui rassasient. Hâte d y retourner goûter le caramel beurre salé maison. A bientot.;Positive;['excellent', 'rapport', 'qualité', 'quantité', 'prix', 'accueil', 'adorable', 'chaleureux', 'plaisir', 'faire', 'métier', 'accueillir', 'faire', 'plaisir', 'galettes', 'classiques', 'bonnes', 'rassasient', 'hâte', 'retourner', 'goûter', 'caramel', 'beurre', 'salé', 'maison', 'bientot'];['excellent', 'rapport', 'qualit', 'quantit', 'prix', 'accueil', 'ador', 'chaleur', 'plais', 'fair', 'méti', 'accueil', 'fair', 'plais', 'galet', 'classiqu', 'bon', 'rassasient', 'hât', 'retourn', 'goût', 'caramel', 'beurr', 'sal', 'maison', 'bientot'];['excellent', 'rapport', 'qualité', 'quantité', 'prix', 'accueil', 'adorable', 'chaleureux', 'plaisir', 'faire', 'métier', 'accueillir', 'faire', 'plaisir', 'galette', 'classique', 'bon', 'rassasier', 'hâter', 'retourner', 'goûter', 'caramel', 'beurr', 'saler', 'maison', 'bientot']
Très bon restaurant plats très simple et très bon Prix abordable et personnel très respectueux et très professionnel;Positive;['très', 'bon', 'restaurant', 'plats', 'très', 'simple', 'très', 'bon', 'prix', 'abordable', 'personnel', 'très', 'respectueux', 'très', 'professionnel'];['tres', 'bon', 'restaur', 'plat', 'tres', 'simpl', 'tres', 'bon', 'prix', 'abord', 'personnel', 'tres', 'respectu', 'tres', 'professionnel'];['très', 'bon', 'restaurant', 'plat', 'très', 'simple', 'très', 'bon', 'prix', 'abordable', 'personnel', 'très', 'respectueux', 'très', 'professionnel']
Il est difficile d'offrir une critique pour le #1 restaurant à Paris qui n'a pas déjà été écrit. En un mot c'est l'un des meilleurs repas que j'aie jamais dans ma vie. Le restaurant en lui-même est magnifique. Situé dans le magnifique hôtel de Bristol...Plus;Positive;['difficile', 'offrir', 'critique', 'restaurant', 'paris', 'ne', 'pas', 'déjà', 'écrit', 'mot', 'meilleurs', 'repas', 'jamais', 'vie', 'restaurant', 'magnifique', 'situé', 'magnifique', 'hôtel', 'bristol', 'plus'];['difficil', 'offrir', 'critiqu', 'restaur', 'paris', 'ne', 'pas', 'déjà', 'écrit', 'mot', 'meilleur', 'rep', 'jam', 'vi', 'restaur', 'magnif', 'situ', 'magnif', 'hôtel', 'bristol', 'plus'];['difficile', 'offrir', 'critique', 'restaurer', 'pari', 'ne', 'pas', 'déjà', 'écrire', 'mot', 'meilleur', 'repas', 'jamais', 'vie', 'restaurant', 'magnifique', 'situer', 'magnifique', 'hôtel', 'bristol', 'plus']
Des gens qui fument dans ce bar en face du patron qui leur donne un cendrier. Une remarque de notre part mais le patron semble s'en moquer.;Negative;['fument', 'bar', 'face', 'patron', 'donne', 'cendrier', 'remarque', 'part', 'patron', 'moquer'];['fument', 'bar', 'fac', 'patron', 'don', 'cendri', 'remarqu', 'part', 'patron', 'moqu'];['fumer', 'bar', 'face', 'patron', 'donne', 'cendrier', 'remarque', 'part', 'patron', 'moquer']
La carte est bonne...l’ambiance pourrait être là. Malheureusement pas le temps d’en profiter. Dernière gorgée de café avalée on vous demande de quitter les lieux pour laisser la place aux suivants. Ceci passe encore dans des fast food mais avec une addition à 900€ à...Plus;Negative;['carte', 'bonne', 'ambiance', 'malheureusement', 'pas', 'temps', 'profiter', 'dernière', 'gorgée', 'café', 'avalée', 'demande', 'quitter', 'lieux', 'place', 'passe', 'fast', 'food', 'addition', 'plus'];['cart', 'bon', 'ambianc', 'malheur', 'pas', 'temp', 'profit', 'derni', 'gorg', 'caf', 'aval', 'demand', 'quitt', 'lieux', 'plac', 'pass', 'fast', 'food', 'addit', 'plus'];['carte', 'bon', 'ambiance', 'malheureusement', 'pas', 'temps', 'profiter', 'dernier', 'gorgée', 'café', 'avaler', 'demande', 'quitter', 'lieu', 'place', 'passer', 'fast', 'food', 'addition', 'plus']
Quelle joie de pouvoir manger un menu dégustation le midi. L'anguille le thon (St jean) les couteaux le cochon et l'abricot nous on enchantés. Super carte des vins personnel de salle jeune et très pro. Merci !;Positive;['joie', 'pouvoir', 'manger', 'menu', 'dégustation', 'midi', 'anguille', 'thon', 'st', 'jean', 'couteaux', 'cochon', 'abricot', 'enchantés', 'super', 'carte', 'vins', 'personnel', 'salle', 'jeune', 'très', 'pro'];['joi', 'pouvoir', 'mang', 'menu', 'dégust', 'mid', 'anguill', 'thon', 'st', 'jean', 'couteau', 'cochon', 'abricot', 'enchant', 'sup', 'cart', 'vin', 'personnel', 'sall', 'jeun', 'tres', 'pro'];['joie', 'pouvoir', 'manger', 'menu', 'dégustation', 'midi', 'anguille', 'thon', 'st', 'jean', 'couteau', 'cochon', 'abricot', 'enchanter', 'super', 'carte', 'vin', 'personnel', 'salle', 'jeune', 'très', 'pro']
Au vu des avis c'est une question que je me pose réellement. Nous avons réservé une table au Georges V en couple pour fêter un anniversaire. Le cadre est somptueux. Mon ami étant arrivé en chemise on lui a enjoint de porter une veste qui...Plus;Negative;['avis', 'question', 'pose', 'réellement', 'réservé', 'table', 'georges', 'couple', 'fêter', 'anniversaire', 'cadre', 'somptueux', 'ami', 'arrivé', 'chemise', 'enjoint', 'porter', 'veste', 'plus'];['avis', 'question', 'pos', 'réel', 'réserv', 'tabl', 'georg', 'coupl', 'fêt', 'anniversair', 'cadr', 'somptueux', 'ami', 'arriv', 'chemis', 'enjoint', 'port', 'vest', 'plus'];['avis', 'question', 'pose', 'réellement', 'réserver', 'table', 'george', 'couple', 'fêter', 'anniversaire', 'cadre', 'somptueux', 'ami', 'arriver', 'chemise', 'enjoindre', 'porter', 'veste', 'plus']
Les paris sont ouverts et d'ici quelques jours nous saurons une ou deux clochettes d'emblée...? deux seraient méritées amplement par une cuisine d'auteur culottée assortie d'une maîtrise technique hors pair... tous les coups sont permis toutes les harmoniques résonnent tonitruantes sans une erreur sans une...Plus;Positive;['paris', 'ici', 'jours', 'saurons', 'clochettes', 'emblée', 'méritées', 'amplement', 'cuisine', 'auteur', 'culottée', 'assortie', 'maîtrise', 'technique', 'pair', 'coups', 'permis', 'harmoniques', 'résonnent', 'tonitruantes', 'erreur', 'plus'];['paris', 'ici', 'jour', 'sauron', 'clochet', 'emblé', 'mérit', 'amplement', 'cuisin', 'auteur', 'culott', 'assort', 'maîtris', 'techniqu', 'pair', 'coup', 'perm', 'harmon', 'résonnent', 'tonitru', 'erreur', 'plus'];['pari', 'ici', 'jour', 'savoir', 'clochette', 'emblée', 'mériter', 'amplement', 'cuisine', 'auteur', 'culotter', 'assortir', 'maîtrise', 'technique', 'pair', 'coup', 'permettre', 'harmonique', 'résonner', 'tonitruante', 'erreur', 'plus']
4 à table Table haute acollée à la cuisine Vue sur les artistes Service irréprochable grands sourires belles explications Une convive enceinte : menu entièrement refait selon les obligations inhérentes à la grossesse Tout était exquis Menu carnet de voyage en 8 plats Grande maîtrise...Plus;Positive;['table', 'table', 'haute', 'acollée', 'cuisine', 'vue', 'artistes', 'service', 'irréprochable', 'grands', 'sourires', 'belles', 'explications', 'convive', 'enceinte', 'menu', 'entièrement', 'refait', 'obligations', 'inhérentes', 'grossesse', 'exquis', 'menu', 'carnet', 'voyage', 'plats', 'grande', 'maîtrise', 'plus'];['tabl', 'tabl', 'haut', 'acoll', 'cuisin', 'vu', 'artist', 'servic', 'irréproch', 'grand', 'sourir', 'bel', 'expliqu', 'conviv', 'enceint', 'menu', 'entier', 'ref', 'oblig', 'inhérent', 'grossess', 'exquis', 'menu', 'carnet', 'voyag', 'plat', 'grand', 'maîtris', 'plus'];['table', 'table', 'haut', 'acollée', 'cuisine', 'voir', 'artiste', 'service', 'irréprochable', 'grand', 'sourire', 'bel', 'explication', 'convive', 'enceint', 'menu', 'entièrement', 'refaire', 'obligation', 'inhérent', 'grossesse', 'exquis', 'menu', 'carnet', 'voyage', 'plat', 'grand', 'maîtrise', 'plus']
Très belle découverte au hasard d'un passage....accord de saveurs inattendues. Très beau travail autour des aliments il y a longtemps que nous n'avions pas ressenti un tel plaisir gustatif...... Salle et service très agréables. A recommander !;Positive;['très', 'belle', 'découverte', 'hasard', 'passage', 'accord', 'saveurs', 'inattendues', 'très', 'beau', 'travail', 'autour', 'aliments', 'ne', 'avions', 'pas', 'ressenti', 'plaisir', 'gustatif', 'salle', 'service', 'très', 'agréables', 'recommander'];['tres', 'bel', 'découvert', 'hasard', 'passag', 'accord', 'saveur', 'inattendu', 'tres', 'beau', 'travail', 'autour', 'aliment', 'ne', 'avion', 'pas', 'ressent', 'plais', 'gustat', 'sall', 'servic', 'tres', 'agréabl', 'recommand'];['très', 'bel', 'découverte', 'hasard', 'passage', 'accord', 'saveur', 'inattendu', 'très', 'beau', 'travail', 'autour', 'aliment', 'ne', 'avion', 'pas', 'ressentir', 'plaisir', 'gustatif', 'salle', 'service', 'très', 'agréable', 'recommander']
Un restaurant chaleureux un accueil sympathique une décoration raffinée et élégante. On peut voir le chef cuisiner sous nos yeux ébahis :) Étant intolérante au gluten j'ai voulu savoir quels plats je pouvais commander sans risque. Le chef est familiarisé avec l'intolérance au gluten et...Plus;Positive;['restaurant', 'chaleureux', 'accueil', 'sympathique', 'décoration', 'raffinée', 'élégante', 'voir', 'chef', 'cuisiner', 'yeux', 'ébahis', 'intolérante', 'gluten', 'voulu', 'savoir', 'plats', 'pouvais', 'commander', 'risque', 'chef', 'familiarisé', 'intolérance', 'gluten', 'plus'];['restaur', 'chaleur', 'accueil', 'sympath', 'décor', 'raffin', 'éleg', 'voir', 'chef', 'cuisin', 'yeux', 'ébah', 'intoler', 'gluten', 'voulu', 'savoir', 'plat', 'pouv', 'command', 'risqu', 'chef', 'familiaris', 'intoler', 'gluten', 'plus'];['restaurant', 'chaleureux', 'accueil', 'sympathique', 'décoration', 'raffiné', 'élégant', 'voir', 'chef', 'cuisiner', 'oeil', 'ébahir', 'intolérante', 'gluten', 'vouloir', 'savoir', 'plat', 'pouvoir', 'commander', 'risque', 'chef', 'familiariser', 'intolérance', 'gluten', 'plus']
Brunch dominical avec notre petit fils de trois ans les enfants sont les bienvenus et en dessous de 4 ans tout est gratuit pour eux. Un brunch complet sans surprise car tout test inclus jus cafe eau minérale le tout pour 48€ par personne :...Plus;Positive;['brunch', 'dominical', 'petit', 'fils', 'ans', 'enfants', 'bienvenus', 'ans', 'gratuit', 'brunch', 'complet', 'surprise', 'test', 'inclus', 'jus', 'cafe', 'eau', 'minérale', 'plus'];['brunch', 'dominical', 'pet', 'fil', 'an', 'enfant', 'bienvenus', 'an', 'gratuit', 'brunch', 'complet', 'surpris', 'test', 'inclus', 'jus', 'caf', 'eau', 'minéral', 'plus'];['brunch', 'dominical', 'petit', 'fils', 'an', 'enfant', 'bienvenu', 'an', 'gratuit', 'brunch', 'complet', 'surprise', 'test', 'inclus', 'jus', 'cafe', 'eau', 'minéral', 'plus']
"Nous avons été dîners dans ce fameux restaurant étoilé Le Gabriel 75008 Paris le cadre sympa le service bien le personnel agréable mais la cuisine n'est pas au même niveau trop acidulé influence japonaise prononcée  nous avions un menu ""voyage privé"" imposé par le...Plus";Negative;['dîners', 'fameux', 'restaurant', 'étoilé', 'gabriel', 'paris', 'cadre', 'sympa', 'service', 'bien', 'personnel', 'agréable', 'cuisine', 'ne', 'pas', 'niveau', 'trop', 'acidulé', 'influence', 'japonaise', 'prononcée', 'avions', 'menu', 'voyage', 'privé', 'imposé', 'plus'];['dîner', 'fameux', 'restaur', 'étoil', 'gabriel', 'paris', 'cadr', 'symp', 'servic', 'bien', 'personnel', 'agréabl', 'cuisin', 'ne', 'pas', 'niveau', 'trop', 'acidul', 'influenc', 'japonais', 'prononc', 'avion', 'menu', 'voyag', 'priv', 'impos', 'plus'];['dîner', 'fameux', 'restaurant', 'étoilé', 'gabriel', 'pari', 'cadre', 'sympa', 'service', 'bien', 'personnel', 'agréable', 'cuisine', 'ne', 'pas', 'niveau', 'trop', 'acidulé', 'influence', 'japonais', 'prononcer', 'avoir', 'menu', 'voyage', 'priver', 'imposer', 'plus']
La Saint Valentin à bord du Bus Toqué.....quelle merveilleuse idée ! Le dépaysement et l'enchantement sont au rendez-vous. Le cadre est original la balade permet de découvrir Paris by night sous ses plus beaux atours. Le romantisme dans toute sa splendeur.....avec un repas savoureux élégamment...Plus;Positive;['saint', 'valentin', 'bord', 'bus', 'toqué', 'merveilleuse', 'idée', 'dépaysement', 'enchantement', 'rendez', 'cadre', 'original', 'balade', 'découvrir', 'paris', 'by', 'night', 'plus', 'beaux', 'atours', 'romantisme', 'splendeur', 'repas', 'savoureux', 'élégamment', 'plus'];['saint', 'valentin', 'bord', 'bus', 'toqu', 'merveil', 'idé', 'dépays', 'enchant', 'rend', 'cadr', 'original', 'balad', 'découvr', 'paris', 'by', 'night', 'plus', 'beau', 'atour', 'romant', 'splendeur', 'rep', 'savour', 'éleg', 'plus'];['saint', 'valentin', 'bord', 'bus', 'toquer', 'merveilleux', 'idée', 'dépaysement', 'enchantement', 'rendez-vous', 'cadre', 'original', 'balade', 'découvrir', 'pari', 'by', 'night', 'plus', 'beal', 'atour', 'romantisme', 'splendeur', 'repas', 'savoureux', 'élégamment', 'plus']
Pour un menu à deux à plus de 150 Euros avec un seul verre de vin les prestations étaient moyennes la nourriture quelconque les portions minuscules le tempura j'en ai magné mieux et les sushi/makis pire que ceux de mon quartier. Les serveurs empressés à...Plus;Negative;['menu', 'plus', 'euros', 'verre', 'vin', 'prestations', 'moyennes', 'nourriture', 'portions', 'minuscules', 'tempura', 'magné', 'mieux', 'sushi', 'makis', 'pire', 'quartier', 'serveurs', 'empressés', 'plus'];['menu', 'plus', 'euros', 'verr', 'vin', 'prestat', 'moyen', 'nourritur', 'portion', 'minuscul', 'tempur', 'magn', 'mieux', 'sush', 'mak', 'pir', 'quarti', 'serveur', 'empress', 'plus'];['menu', 'plus', 'euro', 'verre', 'vin', 'prestation', 'moyenner', 'nourriture', 'portion', 'minuscule', 'tempura', 'magné', 'mieux', 'sushi', 'maki', 'pire', 'quartier', 'serveur', 'empresser', 'plus']
Nous y venons régulièrement depuis plusieurs années. Cette fois ci nous avons trouvé Les prix insuportablement élevés pour des plats ( st Jacques merlan de ligne) plus que décevants. À ce niveau de prix aucum met ne peut souffrir l'a peu près. Nous avons commandé...Plus;Negative;['venons', 'régulièrement', 'années', 'fois', 'trouvé', 'prix', 'insuportablement', 'élevés', 'plats', 'st', 'jacques', 'merlan', 'ligne', 'plus', 'décevants', 'niveau', 'prix', 'aucum', 'met', 'ne', 'souffrir', 'commandé', 'plus'];['venon', 'réguli', 'anné', 'fois', 'trouv', 'prix', 'insuport', 'élev', 'plat', 'st', 'jacqu', 'merlan', 'lign', 'plus', 'décev', 'niveau', 'prix', 'aucum', 'met', 'ne', 'souffr', 'command', 'plus'];['venir', 'régulièrement', 'année', 'fois', 'trouver', 'prix', 'insuportablement', 'élevé', 'plat', 'st', 'jacques', 'merlan', 'ligne', 'plus', 'décevant', 'niveau', 'prix', 'aucum', 'mettre', 'ne', 'souffrir', 'commander', 'plus']
Des Pans servis dans un étui en plastique des quenelles de viande hachée noyées dans la sauce tomate de petites quantités un dessert sans intérêt rien d'excellent. J'ai connu d'autres libanais bien bien meilleurs. Nous ne retournerons pas dans ce restaurant.;Negative;['pans', 'servis', 'étui', 'plastique', 'quenelles', 'viande', 'hachée', 'noyées', 'sauce', 'tomate', 'petites', 'quantités', 'dessert', 'intérêt', 'rien', 'excellent', 'connu', 'libanais', 'bien', 'bien', 'meilleurs', 'ne', 'retournerons', 'pas', 'restaurant'];['pan', 'serv', 'étui', 'plastiqu', 'quenel', 'viand', 'hach', 'noi', 'sauc', 'tomat', 'petit', 'quantit', 'dessert', 'intérêt', 'rien', 'excellent', 'connu', 'liban', 'bien', 'bien', 'meilleur', 'ne', 'retourn', 'pas', 'restaur'];['pan', 'servir', 'étui', 'plastique', 'quenelle', 'viande', 'haché', 'noyer', 'sauce', 'tomate', 'petit', 'quantité', 'dessert', 'intérêt', 'rien', 'excellent', 'connaître', 'libanais', 'bien', 'bien', 'meilleur', 'ne', 'retourner', 'pas', 'restaurant']
Ambiance de folie avec de la bonne musique très bonne cuisine prix très accessible le prix des boissons est aussi intéressant;Positive;['ambiance', 'folie', 'bonne', 'musique', 'très', 'bonne', 'cuisine', 'prix', 'très', 'accessible', 'prix', 'boissons', 'intéressant'];['ambianc', 'fol', 'bon', 'musiqu', 'tres', 'bon', 'cuisin', 'prix', 'tres', 'accessibl', 'prix', 'boisson', 'intéress'];['ambiance', 'folie', 'bon', 'musique', 'très', 'bon', 'cuisine', 'prix', 'très', 'accessible', 'prix', 'boisson', 'intéressant']
Le restaurant de l'extérieur est incroyable. Malheureusement nous avons dû attendre un bon moment pour notre commande à emporter. plats sont arrivés avant les boissons. Nous avons dû demander de l'eau à deux reprises. La qualité de la nourriture servie était moyenne. La note avant...Plus;Negative;['restaurant', 'extérieur', 'incroyable', 'malheureusement', 'dû', 'attendre', 'bon', 'moment', 'commande', 'emporter', 'plats', 'arrivés', 'boissons', 'dû', 'demander', 'eau', 'reprises', 'qualité', 'nourriture', 'servie', 'moyenne', 'note', 'plus'];['restaur', 'extérieur', 'incroi', 'malheur', 'dû', 'attendr', 'bon', 'moment', 'command', 'emport', 'plat', 'arriv', 'boisson', 'dû', 'demand', 'eau', 'repris', 'qualit', 'nourritur', 'serv', 'moyen', 'not', 'plus'];['restaurant', 'extérieur', 'incroyable', 'malheureusement', 'devoir', 'attendre', 'bon', 'moment', 'commande', 'emporter', 'plat', 'arriver', 'boisson', 'devoir', 'demander', 'eau', 'reprise', 'qualité', 'nourriture', 'servir', 'moyenne', 'note', 'plus']
Excellente petite crêperie! Le lieu et l accueil y sont très chaleureux. Les crêpes salées et sucrées sont un délices !;Positive;['excellente', 'petite', 'crêperie', 'lieu', 'accueil', 'très', 'chaleureux', 'crêpes', 'salées', 'sucrées', 'délices'];['excellent', 'petit', 'crêper', 'lieu', 'accueil', 'tres', 'chaleur', 'crêp', 'sal', 'sucr', 'délic'];['excellent', 'petit', 'crêperie', 'lieu', 'accueil', 'très', 'chaleureux', 'crêpe', 'salé', 'sucrée', 'délice']
Repas le 8 juin en soirée Service très agréable très belle carte des vins L entrecôte de Miyazaki est une vraie tuerie ! a essayer au moins une fois dans sa vie.. Tout est parfait a cette adresse. Juste que le site du restaurant indique...Plus;Positive;['repas', 'juin', 'soirée', 'service', 'très', 'agréable', 'très', 'belle', 'carte', 'vins', 'entrecôte', 'miyazaki', 'vraie', 'tuerie', 'essayer', 'fois', 'vie', 'parfait', 'adresse', 'site', 'restaurant', 'indique', 'plus'];['rep', 'juin', 'soir', 'servic', 'tres', 'agréabl', 'tres', 'bel', 'cart', 'vin', 'entrecôt', 'miyazak', 'vrai', 'tuer', 'essai', 'fois', 'vi', 'parf', 'adress', 'sit', 'restaur', 'indiqu', 'plus'];['repas', 'juin', 'soirée', 'service', 'très', 'agréable', 'très', 'bel', 'carte', 'vin', 'entrecôte', 'miyazaki', 'vrai', 'tuerie', 'essayer', 'fois', 'vie', 'parfait', 'adresse', 'site', 'restaurant', 'indique', 'plus']
Carte épurée de bons produits faits maison de l’entrée au dessert pour une addition modérée. Service très accueillant et efficace. Il faut aimer les ambiances bruyantes !;Positive;['carte', 'épurée', 'bons', 'produits', 'faits', 'maison', 'entrée', 'dessert', 'addition', 'modérée', 'service', 'très', 'accueillant', 'efficace', 'faut', 'aimer', 'ambiances', 'bruyantes'];['cart', 'épur', 'bon', 'produit', 'fait', 'maison', 'entré', 'dessert', 'addit', 'moder', 'servic', 'tres', 'accueil', 'efficac', 'faut', 'aim', 'ambianc', 'brui'];['carte', 'épuré', 'bon', 'produit', 'faire', 'maison', 'entrée', 'dessert', 'addition', 'modérer', 'service', 'très', 'accueillant', 'efficace', 'falloir', 'aimer', 'ambiance', 'bruyant']
On a été un peu déçu .il ne faut pas venir affamé car le menu du midi ( entrée plat dessert) a 43 euros vous laisse un peu sur votre faim. La salade de fruit en dessert est très amère et les fruits défraîchis !...Plus;Negative;['déçu', 'ne', 'faut', 'pas', 'venir', 'affamé', 'menu', 'midi', 'entrée', 'plat', 'dessert', 'euros', 'laisse', 'faim', 'salade', 'fruit', 'dessert', 'très', 'amère', 'fruits', 'défraîchis', 'plus'];['déçu', 'ne', 'faut', 'pas', 'ven', 'affam', 'menu', 'mid', 'entré', 'plat', 'dessert', 'euros', 'laiss', 'faim', 'salad', 'fruit', 'dessert', 'tres', 'amer', 'fruit', 'défraîch', 'plus'];['décevoir', '.il', 'ne', 'falloir', 'pas', 'venir', 'affamé', 'menu', 'midi', 'entrée', 'plat', 'dessert', 'euro', 'laisse', 'faim', 'salade', 'fruit', 'dessert', 'très', 'amère', 'fruit', 'défraîchi', 'plus']
Plats bien présentés mais sans aucune saveur. Le poisson était tres probablement congelé et servi tiède. Les nounours en chocolat/gomme venant du supermarché ne méritent pas d'être présent dans l'assiette des desserts. Le rapport qualité /prix est très défavorable.Plus;Negative;['plats', 'bien', 'présentés', 'saveur', 'poisson', 'probablement', 'congelé', 'servi', 'tiède', 'nounours', 'chocolat', 'gomme', 'venant', 'supermarché', 'ne', 'méritent', 'pas', 'présent', 'assiette', 'desserts', 'rapport', 'qualité', 'prix', 'très', 'défavorable', 'plus'];['plat', 'bien', 'présent', 'saveur', 'poisson', 'probabl', 'congel', 'serv', 'tied', 'nounour', 'chocolat', 'gomm', 'ven', 'supermarch', 'ne', 'méritent', 'pas', 'présent', 'assiet', 'dessert', 'rapport', 'qualit', 'prix', 'tres', 'défavor', 'plus'];['plat', 'bien', 'présenter', 'saveur', 'poisson', 'probablement', 'congeler', 'servir', 'tiède', 'nounours', 'chocolat', 'gomm', 'venir', 'supermarché', 'ne', 'mériter', 'pas', 'présent', 'assiette', 'dessert', 'rapport', 'qualité', '/pri', 'très', 'défavorable.plu']
Nous avons découvert cette petite table par hasard... Quelle jolie surprise !! Les produits sont frais et la cuisine est délicieuse subtile mélange de finesse et de découverte. Les fins sont parfaitement assortis. Entrée plat dessert... Rien à redire. Aucune fausse note ! Bravo 👏...Plus;Positive;['découvert', 'petite', 'table', 'hasard', 'jolie', 'surprise', 'produits', 'frais', 'cuisine', 'délicieuse', 'subtile', 'mélange', 'finesse', 'découverte', 'fins', 'parfaitement', 'assortis', 'entrée', 'plat', 'dessert', 'rien', 'redire', 'fausse', 'note', 'bravo', 'plus'];['découvert', 'petit', 'tabl', 'hasard', 'jol', 'surpris', 'produit', 'frais', 'cuisin', 'délici', 'subtil', 'mélang', 'finess', 'découvert', 'fin', 'parfait', 'assort', 'entré', 'plat', 'dessert', 'rien', 'redir', 'fauss', 'not', 'bravo', 'plus'];['découvrir', 'petit', 'table', 'hasard', 'joli', 'surprise', 'produit', 'frais', 'cuisine', 'délicieux', 'subtile', 'mélange', 'finesse', 'découverte', 'fin', 'parfaitement', 'assortir', 'entrée', 'plat', 'desservir', 'rien', 'redire', 'faux', 'note', 'bravo', 'plus']
Je recommande ce restaurant que j'ai découvert lors d'un déjeuner professionnel. Plats très fins réalisés par une jeune Chef japonaise qui allie des touches japonaises à des touches bretonnes. Très original et délicieux.;Positive;['recommande', 'restaurant', 'découvert', 'déjeuner', 'professionnel', 'plats', 'très', 'fins', 'réalisés', 'jeune', 'chef', 'japonaise', 'allie', 'touches', 'japonaises', 'touches', 'bretonnes', 'très', 'original', 'délicieux'];['recommand', 'restaur', 'découvert', 'déjeun', 'professionnel', 'plat', 'tres', 'fin', 'réalis', 'jeun', 'chef', 'japonais', 'alli', 'touch', 'japonais', 'touch', 'breton', 'tres', 'original', 'délici'];['recommande', 'restaurant', 'découvrir', 'déjeuner', 'professionnel', 'plat', 'très', 'fin', 'réaliser', 'jeune', 'chef', 'japonais', 'allier', 'touche', 'japonais', 'touche', 'breton', 'très', 'original', 'délicieux']
superbe lieu nous avons passe une excellente soiree .des produits de qualité une ambiance très agréable avec un personnel efficace felicitations au responsable de salle au chef et au patissier tout est parfait c est avec joie que nous retournerons dans ce lieu extraordinaire;Positive;['superbe', 'lieu', 'passe', 'excellente', 'soiree', 'produits', 'qualité', 'ambiance', 'très', 'agréable', 'personnel', 'efficace', 'felicitations', 'responsable', 'salle', 'chef', 'patissier', 'parfait', 'joie', 'retournerons', 'lieu', 'extraordinaire'];['superb', 'lieu', 'pass', 'excellent', 'soire', 'produit', 'qualit', 'ambianc', 'tres', 'agréabl', 'personnel', 'efficac', 'felicit', 'respons', 'sall', 'chef', 'patissi', 'parf', 'joi', 'retourn', 'lieu', 'extraordinair'];['superbe', 'lieu', 'passer', 'excellent', 'soiree', '.des', 'produit', 'qualité', 'ambiance', 'très', 'agréable', 'personnel', 'efficace', 'felicitation', 'responsable', 'salle', 'chef', 'patissier', 'parfait', 'joie', 'retourner', 'lieu', 'extraordinaire']
"Arrivé à 22h un soir de semaine nous avons été accueillis avec des grands sourires! Menu découverte raffiné de grande qualité. Quelle maîtrise saumon mariné oeuf parfait black Angus accompagné de la purée ""Robuchon"" Daurade royale purée carotte yuzu... J'ai hâte d'y retourner ! Bravo...Plus";Positive;['arrivé', 'soir', 'semaine', 'accueillis', 'grands', 'sourires', 'menu', 'découverte', 'raffiné', 'grande', 'qualité', 'maîtrise', 'saumon', 'mariné', 'oeuf', 'parfait', 'black', 'angus', 'accompagné', 'purée', 'robuchon', 'daurade', 'royale', 'purée', 'carotte', 'yuzu', 'hâte', 'retourner', 'bravo', 'plus'];['arriv', 'soir', 'semain', 'accueil', 'grand', 'sourir', 'menu', 'découvert', 'raffin', 'grand', 'qualit', 'maîtris', 'saumon', 'marin', 'oeuf', 'parf', 'black', 'angus', 'accompagn', 'pur', 'robuchon', 'daurad', 'royal', 'pur', 'carott', 'yuzu', 'hât', 'retourn', 'bravo', 'plus'];['arriver', '22h', 'soir', 'semaine', 'accueillir', 'grand', 'sourire', 'menu', 'découverte', 'raffiné', 'grand', 'qualité', 'maîtrise', 'saumon', 'mariner', 'oeuf', 'parfait', 'black', 'angu', 'accompagner', 'purée', 'robuchon', 'daurade', 'royal', 'purée', 'carotte', 'yuzu', 'hâter', 'retourner', 'bravo', 'plus']
Le terme de restaurant est presque diminutif pour un pareil endroit : on vient pour souper mais on embarque l'air de rien et en toute légèreté dans une symphonie visuelle et gustative. Les assiettes et entremets qui se succèdent éveillent à chaque fois un peu...Plus;Positive;['terme', 'restaurant', 'presque', 'diminutif', 'pareil', 'endroit', 'vient', 'souper', 'embarque', 'air', 'rien', 'légèreté', 'symphonie', 'visuelle', 'gustative', 'assiettes', 'entremets', 'succèdent', 'éveillent', 'fois', 'plus'];['term', 'restaur', 'presqu', 'diminut', 'pareil', 'endroit', 'vient', 'soup', 'embarqu', 'air', 'rien', 'légèret', 'symphon', 'visuel', 'gustat', 'assiet', 'entremet', 'succèdent', 'éveillent', 'fois', 'plus'];['terme', 'restaurer', 'presque', 'diminutif', 'pareil', 'endroit', 'venir', 'souper', 'embarque', 'air', 'rien', 'légèreté', 'symphonie', 'visuel', 'gustative', 'assiette', 'entremets', 'succéder', 'éveiller', 'fois', 'plus']
Très bon service et excellente cuisine. Salle au 6eme etage mais pas de vue. Menu du midi avec choix un peu limité. Un peu bruyant.;Positive;['très', 'bon', 'service', 'excellente', 'cuisine', 'salle', 'eme', 'etage', 'pas', 'vue', 'menu', 'midi', 'choix', 'limité', 'bruyant'];['tres', 'bon', 'servic', 'excellent', 'cuisin', 'sall', 'eme', 'etag', 'pas', 'vu', 'menu', 'mid', 'choix', 'limit', 'brui'];['très', 'bon', 'service', 'excellent', 'cuisine', 'salle', '6em', 'etage', 'pas', 'vue', 'menu', 'midi', 'choix', 'limité', 'bruyant']
